product_id,sku,product_name,cate_report,sub_cate_report,cf_orders
10597626,4857074776913,Máy Xay Thịt 2 Lưỡi Dao Kép Lock&amp;Lock EJM171 (2L) - Hàng Chính Hãng,Home Appliances,Small Appliances,124
186105261,1885807863320,Nồi cơm điện thông minh GAABOR GR-S30A dung tích lớn 3L (lòng nồi 1.2L) - 500W - Hàng chính hãng,Home Appliances,Small Appliances,111
57588482,2210157518169,Nồi Điện Đa Năng Lock&amp;Lock EJP116BLK (0.8 Lít) - Hàng Chính Hãng,Home Appliances,Small Appliances,110
186105270,9879921004822,Nồi điện đa năng GAABOR GR-N18A dung tích 1.8L (lòng nồi 1L) - Chống dính - Hàng chính hãng,Home Appliances,Small Appliances,109
66512833,7796518723519,Máy Hút Bụi Lock&amp;Lock ENV336BLK (400W) - Hàng Chính Hãng,Home Appliances,Small Appliances,106
630208,1798317301055,Bình Đun Siêu Tốc Sunhouse HTD1088 (1.8 lít) - Hàng chính hãng,Home Appliances,Small Appliances,102
22095584,7617218152891,Bàn Ủi Hơi Nước Nagakawa NAG1505 - Hàng Chính Hãng,Home Appliances,Small Appliances,98
80485703,5431484665571,Nồi cơm điện tử Tefal- 1.8L - Thương hiệu Pháp - RK733168 - Hàng chính hãng,Home Appliances,Small Appliances,96
112087502,5838092436371,Nồi Cơm Điện Mini Lock&Lock EJR426 Dung Tích 0.8 lít  (Hàng chính hãng),Home Appliances,Small Appliances,91
105035793,7087196808997,Nồi cơm điện mini Tefal 1L - Thương hiệu Pháp - RK730168 - Hàng chính hãng,Home Appliances,Small Appliances,89
